번호,등록번호,서명(자료명),저자,출판사,출판년도,청구기호,입수유형,자료형태,,,가격,,,도서상태,등록일
13060,27356,자두의 부자 일기장,이빈 원작; 박현숙 지음; 김정진 그림,채우리,2016,813.8 안194ㅊ v.6,구입,단행본,,,￦,"9,000",,대출가능,2017-04-13
13061,27357,(설민석의)한국사 대모험. 1: 특명! 온달을 역사 천재로 만들어라!,설민석;스토리박스 지음; 정현희 그림; 태건 역사 연구소감수,아이휴먼,2017,911 설38ㅎ v.1,구입,단행본,,,￦,"9,800",,대출가능,2017-04-13
13062,27358,"(설민석의)한국사 대모험. 2: 설쌤의 라이벌, 황 대감의 등장!",설민석;스토리박스 지음; 정현희 그림; 태건 역사 연구소감수,아이휴먼,2017,911 설38ㅎ v.2,구입,단행본,,,￦,"10,500",,대출가능,2017-04-13
13063,27359,놀고먹는군과 공부도깨비,김리리 지음; 이승현 그림,창비,2015,813.8 김298노,구입,단행본,,,￦,"9,000",,대출가능,2017-04-13
13064,27360,닭 다섯 마리가 필요한 가족,박현숙 지음; 박세영 그림,뜨인돌,2016,813.8 박94ㄷ,구입,단행본,,,￦,"11,000",,대출가능,2017-04-13
13065,27361,(어린이 외교관)중동에 가다,홍성민 지음; 민은정 그림,뜨인돌,2016,918 홍54ㅈ,구입,단행본,,,￦,"12,000",,대출가능,2017-04-13
13066,27362,장난인데 뭘 그래?,제니스 레비 지음; 정회성 옮김; 신시아 B. 데커 그림,주니어김영사,2014,843 레48ㅈ,구입,단행본,,,￦,"8,500",,대출가능,2017-04-13
13067,27363,내가 리더야!,루앙 알뱅 글;안 몽텔 그림;예빈 옮김,주니어김영사,2014,863 알43ㄴ,구입,단행본,,,￦,"8,500",,대출가능,2017-04-13
13068,27364,(KBS가 아나운서가 전하는)바른 우리말 사용 설명서,KBS 아나운서실 한국어연구회 글;김상인 그림,주니어김영사(김영사),2012,711.25 케68ㅂ,구입,단행본,,,￦,"12,500",,대출가능,2017-04-13
13069,27365,오자마자 가래나무 방귀 뀌어 뽕나무,박상진 글;김명길 그림,주니어김영사,2014,480 박52ㅇ,구입,단행본,,,￦,"9,500",,대출가능,2017-04-13
13070,27366,일편단심 책만 보는 매미,김옥 지음; 소공 그림,주니어김영사,2015,813.8 김65이,구입,단행본,,,￦,"9,000",,대출가능,2017-04-13
13071,27367,(몸이 보내는 신호)잠,탈리아 칼킵사키스 지음; 유윤한 옮김; 김미연 그림,주니어김영사,2012,517.3 칼878ㅈ,구입,단행본,,,￦,"8,500",,대출가능,2017-04-13
13072,27368,(입안에서 녹는 과학)초콜릿. 12,정찬일 지음; 이수희 그림,주니어김영사,2014,573.92 정82ㅊ v.12,구입,단행본,,,￦,"9,000",,대출가능,2017-04-13
13073,27369,책으로 똥을 닦는 돼지,최은옥 글;오정택 그림,주니어김영사,2015,813.8 최67채,구입,단행본,,,￦,"9,000",,대출가능,2017-04-13
13074,27370,말로 때리면 안 돼!,김대조 외 글;김은주 그림,주니어김영사,2014,813.8 김23ㅁ,구입,단행본,,,￦,"9,500",,대출가능,2017-04-13
13075,27371,뚱 셰프가 돌아왔다!,최은영 지음; 이광익 그림,주니어김영사,2016,813.8 최67ㄸ,구입,단행본,,,￦,"9,500",,대출가능,2017-04-13
13076,27372,미켈란젤로 아저씨네 공작실,김하은;김신(도움글) 지음; 홍정선 그림,주니어김영사,2015,813.8 처67ㅈ v.11,구입,단행본,,,￦,"9,500",,대출가능,2017-04-13
13077,27373,김구 아저씨의 비밀의 집,김선희;원유상 (도움글) 지음; 정문주 그림,주니어김영사,2016,813.8 처67ㅈ v.12,구입,단행본,,,￦,"9,500",,대출가능,2017-04-13
13078,27374,내 친구 맹자의 마음 학교,박현숙 지음; 윤진현 그림; 황희경감수,주니어김영사,2016,813.8 처67ㅈ v.13,구입,단행본,,,￦,"9,500",,대출가능,2017-04-13
13079,27375,플라톤 아저씨네 이데아 분식점,김리라 지음; 권송이 그림,주니어김영사,2016,813.8 처67ㅈ v.14,구입,단행본,,,￦,"9,500",,대출가능,2017-04-13
13080,27376,아인슈타인 아저씨네 탐정 사무소,김대조 지음; 소윤경 그림; 이기진감수,주니어김영사,2016,408 처67ㅈ v.1,구입,단행본,,,￦,"9,500",,대출가능,2017-04-13
13081,27377,다윈 아저씨네 수상한 박물관,최은영 지음; 윤지회 그림; 장수철감수,주니어김영사,2016,408 처67ㅈ v.2,구입,단행본,,,￦,"9,500",,대출가능,2017-04-13
13082,27378,장영실 아저씨네 발명 만물상,김하은 지음; 소윤경 그림; 이경선감수,주니어김영사,2016,408 처67ㅈ v.3,구입,단행본,,,￦,"9,500",,대출가능,2017-04-13
13083,27379,번개처럼 학교로,에블린 르베르그 지음; 김주경 옮김; 세르주 블로슈 그림,주니어김영사,2011,863 르44ㅂ,구입,단행본,,,￦,"6,500",,대출가능,2017-04-13
13084,27380,책 읽는 유령,장 피에르 쿠리보 지음; 김주경 옮김,주니어김영사,2011,863 쿠298ㅊ,구입,단행본,,,￦,"6,500",,대출가능,2017-04-13
13085,27381,달력에서 쏟아지는 역사,강응천 지음; 이미진 그림,주니어김영사,2016,909 강67ㄷ,구입,단행본,,,￦,"11,000",,대출가능,2017-04-13
13086,27382,멀린의 신비한 마술학교. 1: 사라진 마술사,전진석 지음; 헨젤과 그레텔 그림,길찾기,2004,만화 689.3 전78ㅁ v.1,구입,단행본,,,￦,"8,800",,대출가능,2017-04-13
13087,27383,멀린의 신비한 마술학교. 2: 마술동물을 찾아라,전진석 지음; 헨젤과 그레텔 그림,길찾기,2004,만화 689.3 전78ㅁ v.2,구입,단행본,,,￦,"8,800",,대출가능,2017-04-13
13088,27384,멀린의 신비한 마술학교. 3: 의문의 초대장,전진석 지음; 헨젤과 그레텔 그림,길찾기,2004,만화 689.3 전78ㅁ v.3,구입,단행본,,,￦,"8,800",,대출가능,2017-04-13
13089,27385,멀린의 신비한 마술학교. 4: 마법나라를 지켜라,전진석 글;헨젤과 그레텔 그림,꼬마길찾기,2004,만화 689.3 전78ㅁ v.4,구입,단행본,,,￦,"8,800",,대출가능,2017-04-13
13090,27386,우리 가족은 공부 방해꾼,김혜리 지음; 김민준 그림,스콜라,2015,813.8 김94우,구입,단행본,,,￦,"9,800",,대출가능,2017-04-14
13091,27387,토끼는 화장품을 미워해,태미라 지음; 김재희 그림,스콜라,2014,539 태38ㅌ,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13092,27388,큰턱 사슴벌레 vs 큰뿔 장수풍뎅이,장영철 글·사진,스콜라,2012,495.2 장64ㅋ,구입,단행본,,,￦,"20,000",,대출가능,2017-04-14
13093,27389,큰턱 사슴벌레 vs 큰뿔 장수풍뎅이,장영철 글·사진,스콜라,2012,495.2 장64ㅋ c.2,구입,단행본,,,￦,"20,000",,대출가능,2017-04-14
13094,27390,세계 면 요리 경연 대회,강민경 지음; 조승연 그림,스콜라,2017,381.75 강38ㅅ,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13095,27391,(어린이를 위한)주강현의 우리 문화. 1: 도깨비에서 장승까지,주강현 글,아이세움(미래엔컬처그룹),2010,911 주12ㅈ v.1,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13096,27392,(어린이를 위한)주강현의 우리 문화. 2: 구들에서 방아까지,주강현 글,아이세움,2010,911 주12ㅈ v.2,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13097,27393,아빠와 함께 걷는 지리 길,남상욱;송소진;장치은 지음; 우지현 그림,아이세움,2016,981.1 남52ㅇ,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13098,27394,아빠와 함께 걷는 역사 길,남상욱;송소진;장치은 [공]지음;우지현 그림,아이세움,2013,911.6 남52ㅇ,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13099,27395,아빠와 함께 걷는 서원 길,남상욱;배수영;임진희 지음; 우지현 그림,아이세움,2016,981.1 남52아,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13100,27396,"이선비, 한의학을 펼치다",세계로 글;황문숙 지음; 최현묵 그림,아이세움,2015,911 세14이 v.7,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13101,27397,나와 누나는 친환경 요리사,이동엽;채송미;이영휘 지음; 영민 그림; 프리즘 스튜디오 사진,아이세움,2016,593 이25ㄴ,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13102,27398,수학 시간에 울 뻔했어요,서지원 지음; 이수영 그림,나무생각,2014,410 서78ㅅ v.1,구입,단행본,,,￦,"9,800",,대출가능,2017-04-14
13103,27399,천하 최고 수학 사형제,서지원 지음; 이수영 그림,나무생각,2014,410 서78ㅅ v.3,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13104,27400,행복한 세상을 만드는 평화수업,베로니크 코르지베 지음; 정미애 옮김; 클레오 제르맹 그림,다림,2015,349.9 코297ㅎ,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13105,27401,세상을 움직이는 교통 이야기,베로니크 코르지베 지음; 정미애 옮김; 장-크리스토프 마쥐리 그림; 김남석감수,다림,2015,326 코297ㅅ,구입,단행본,,,￦,"9,500",,대출가능,2017-04-14
13106,27402,애완동물 키우기 대작전,김리리 글;조승연 그림,다림,2014,813.8 다298ㄷ v.8,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13107,27403,(와이파이를 먹어버린)펄럭바지들,박은숙 글;이상윤 그림,킨더랜드,2015,813.8 박67ㅍ c.2,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13108,27404,우리 엄마 바꾸기,정임조 지음; 김예지 그림,킨더랜드,2015,813.8 정68ㅇ,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13109,27405,꿈꾸는 호랑이 우화,이윤희 지음; 윤정주 그림,파랑새어린이,2004,813.8 이66꾸,구입,단행본,,,￦,"7,000",,대출가능,2017-04-14
13110,27406,철학이 내게로 왔어요,구두룬 멥스;하랄트 레쉬 지음; 노선정 옮김; 카타리나 베스트팔 그림,청어람아이,2015,104 멥57ㅊ,구입,단행본,,,￦,"13,000",,대출가능,2017-04-14
13111,27407,사람은 왜 꾸미는 걸까?,정해영 글·그림,논장,2016,593 정93ㅅ,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13112,27408,15소년 안전 표류기,강승임 지음; 허지영 그림; 허억감수,책속물고기,2016,372 강57ㅅ,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13113,27409,"나몰라 아저씨, 여기서 이러시면 안 돼요!",게라르도 콜롬보;마리나 모르푸르고 지음; 김현주 옮김; 일라리아 파치올리 그림; 박,책속물고기,2015,360 콜295ㄴ,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13114,27410,울타리를 넘는 방법이 하나일까요?,야엘 비란 지음; 유지훈 옮김; 야엘 비란 그림,책속물고기,2015,897.4 비292ㅇ,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13115,27411,지구에서 계속 살래요,게바 실라 글·그림;김배경 옮김,책속물고기,2015,539.9 실292ㅈ,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13116,27412,성교육을 부탁해,이영란 지음; 강효숙 그림,풀과바람,2015,598.55 이64ㅅ,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13117,27413,위대한 똥말,서석영 글;허구 그림,바우솔(풀과바람),2015,813.8 서54위,구입,단행본,,,￦,"9,800",,대출가능,2017-04-14
13118,27414,이야기 삼키는 교실,신정민 글;김소영 그림,풀과바람,2014,813.8 신74ㅇ,구입,단행본,,,￦,"9,800",,대출가능,2017-04-14
13119,27415,연두의 그림책,최은영 지음; 최정인 그림,바우솔,2015,813.8 최67여,구입,단행본,,,￦,"9,000",,대출가능,2017-04-14
13120,27416,걱정 지우개,서석영 지음; 김소영 그림,바우솔,2015,813.8 서54ㄱ,구입,단행본,,,￦,"9,000",,대출가능,2017-04-14
13121,27417,동동 아기 오리,권태응 지음; 김성민 그림,다섯수레,2011,그림 375.1 권883ㄷ,구입,단행본,,,￦,"7,000",,대출가능,2017-04-14
13122,27418,(한국사 실력을 키워 주는)역사왕 퀴즈,한국사공부방법연구모임 지음; 조병주 그림,효리원,2016,911 한16ㅇ,구입,단행본,,,￦,"9,800",,대출가능,2017-04-14
13123,27419,소리치자 가나다,박정선 지음; 백은희 그림,비룡소,2014,그림 375.1 박74ㅅ,구입,단행본,,,￦,"9,500",,대출가능,2017-04-14
13124,27420,"세계 지리, 어디까지 아니?",이승숙 지음; 유수정 그림,고래가숨쉬는도서관,2016,980 이57ㅅ,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13125,27421,"나, 오늘은 첫술에 배부른 속담왕",박은교 지음; 손명자 그림,파란정원,2013,388.6 박67ㄴ,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13126,27422,월수금과화목토,로트라우트 수잔네 베르너 글.그림;엄혜숙 옮김,계수나무,2014,853 베297ㅇ c.2,구입,단행본,,,￦,"9,800",,대출가능,2017-04-14
13127,27423,삼총사가 나가신다!,신순재 지음; 허구 그림,천개의바람,2015,813.8 신56ㅅ,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13128,27424,자전거에 숨은 과학,정창훈 지음; 한성민 그림,봄나무,2010,556.77 정82ㅈ,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13129,27425,루나 할머니의 수상한 손님,오카다 기쿠코 글;후지시마 에미코 그림;고향옥 옮김,살림어린이,2015,833.8 오872ㄹ,구입,단행본,,,￦,"9,000",,대출가능,2017-04-14
13130,27426,(음악 혁명가)한형석,최형미 지음; 김희영 그림,상수리,2015,998.6 최94ㅎ,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13131,27427,시간 부자가 된 키라,최형미 지음; 원유미 그림,을파소,2016:,325.21 최94ㅅ,구입,단행본,,,￦,"13,000",,대출가능,2017-04-14
13132,27428,열두 달 환경 달력,임정은 글;문종인 그림,길벗스쿨,2012,539 임74ㅇ,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13133,27429,나만 아니면 괜찮을까?,필리스 카우프만 굿스타인;엘리자베스 버딕 [공]글;신민재 그림;전지숙 옮김,길벗스쿨,2014,334.3 굿57ㄴ,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13134,27430,그래서 이런 맞춤법이 생겼대요,우리누리 지음; 소노수정 그림,길벗스쿨,2015,711.25 우298ㄱ,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13135,27431,"그래서 이런 과학이 생겼대요. 2: 생물, 화학",우리누리 지음; 송진욱 그림; 현종오감수,길벗스쿨,2016,408 우298ㄱ v.2,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13136,27432,(초등학생이 꼭 알아야 할)도시 이야기 33가지,박경 지음,을파소,2010,031 초27ㅇ v.18,구입,단행본,,,￦,"9,800",,대출가능,2017-04-14
13137,27433,스토리텔링 초등 한국사 교과서. 1: 선사 시대부터 후삼국 시대까지,초등역사교사모임 지음;경혜원 그림,북멘토,2013,911 초27ㅅ v.1,구입,단행본,,,￦,"13,000",,대출가능,2017-04-14
13138,27434,스토리텔링 초등 한국사 교과서. 2: 고려 시대부터 조선 후기까지,초등역사교사모임 지음;경혜원 그림,북멘토,2013,911 초27ㅅ v.2,구입,단행본,,,￦,"13,000",,대출가능,2017-04-14
13139,27435,스토리텔링 초등 한국사 교과서. 3: 동학 농민 운동부터 현대까지,초등역사교사모임 지음; 경혜원 그림; 이인석감수,북멘토,2016,911 초27ㅅ v.3,구입,단행본,,,￦,"13,000",,대출가능,2017-04-14
13140,27436,다른 건 안 먹어,김영미 지음; 박현주 그림,시공주니어,2011,그림 375.1 김64ㄷ,구입,단행본,,,￦,"6,500",,대출가능,2017-04-14
13141,27437,수학 플러스 음미체. 1: 블랙홀의 소용돌이에 빠지다!,김근애 지음; 지문 그림; 유대현감수,시공주니어,2013,410 김17ㅅ v.1,구입,단행본,,,￦,"10,500",,대출가능,2017-04-14
13142,27438,수학 플러스 음미체. 2: 영구 에너지 부스터를 찾아라!,김근애 지음; 지문 그림; 유대현감수,시공주니어,2013,410 김17ㅅ v.2,구입,단행본,,,￦,"10,500",,대출가능,2017-04-14
13143,27439,민재가 뿔났다!,이미지 글;이경석 그림,시공주니어,2015,813.8 네44ㅅ v.47,구입,단행본,,,￦,"9,000",,대출가능,2017-04-14
13144,27440,산타 할아버지가 우리 집에 못 오신 일곱 가지 이유,채인선 지음; 이형진 그림,시공주니어,2015,813.8 네44ㅅ v.9,구입,단행본,,,￦,"7,000",,대출가능,2017-04-14
13145,27441,(상상하는)디자인,에바 솔라슈 지음; 이지원 옮김; 알렉산드라 미지엘린스카;다니엘 미지엘린스키 그림,풀빛,2015,608 예56ㅍ v.2,구입,단행본,,,￦,"15,000",,대출가능,2017-04-14
13146,27442,(꿈꾸는)현대 미술,세바스티안 치호츠키 지음; 이지원 옮김; 알렉산드라 미지엘린스카;다니엘 미지엘린스,풀빛,2015,608 예56ㅍ v.3,구입,단행본,,,￦,"15,000",,대출가능,2017-04-14
13147,27443,역사 논쟁,최영민 지음; 오성봉 그림,풀빛,2015,910 최64ㅇ,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13148,27444,며느리 방귀는 수소가 한가득,백명식 지음; 백명식 그림,다봄,2013,408 저92ㄷ v.1,구입,단행본,,,￦,"10,000",,대출가능,2017-04-14
13149,27445,미생물은 힘은 세다,천종식;한정아 지음; 연못 그림,토토북,2011,475 천75ㅁ,구입,단행본,,,￦,"9,500",,대출가능,2017-04-14
13150,27446,누가 X교수를 죽였을까,토도리스 안드리오풀로스 지음; 권예림 옮김; 타나시스 기오카스 그림,다른,2016,410 안27ㄴ,구입,단행본,,,￦,"13,000",,대출가능,2017-04-14
13151,27447,거인이 제일 좋아하는 맛,오주영 지음; 김고은 그림,사계절,2016,813.8 사14ㅅ v.17,구입,단행본,,,￦,"7,800",,대출가능,2017-04-14
13152,27448,(문명과 역사를 만든)소금 이야기,김아리 지음; 김숙경 그림,사계절,2014,909 징14ㅅ v.1 c.2,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13153,27449,(귀에 쏙쏙 들어오는)국제 분쟁 이야기,이창숙 지음; 이희은 그림; 하영식감수,사계절,2015,349 이82ㄱ,구입,단행본,,,￦,"12,800",,대출가능,2017-04-14
13154,27450,강냉이,권정생 지음; 김환영 그림,사계절,2016,그림 811.8 권74ㄱ,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13155,27451,"투표, 종이 한 장의 힘",김성호 지음; 나오미양 그림,사계절,2016,344 김54ㅌ,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13156,27452,경복궁 어린 용,조대현 지음; 배종숙 그림,예림당,2016,813.8 조23ㄱ,구입,단행본,,,￦,"9,500",,대출가능,2017-04-14
13157,27453,지지고 볶고!,박남일 글;김우선 그림,길벗어린이,2013,713 박192ㅈ,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13158,27454,(Illust)창가의 토토,구로야나기 테츠코 지음; 고향옥 옮김; 이와사키 치히로 그림,김영사,2015,833.6 구295ㅊ,구입,단행본,,,￦,"12,800",,대출가능,2017-04-14
13159,27455,한자 실력이 수학 실력이다,최상용 지음; 백문호 그림,일상과이상(일상이상),2012,711.4 최52ㅎ,구입,단행본,,,￦,"15,000",,대출가능,2017-04-14
13160,27456,"국가야, 왜 얼굴이 두개야?",김준형 지음; 박재현 그림,양철북,2016,370.182 김76ㄱ,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13161,27457,(아르키메데스가 들려주는)다면체 이야기,권현직 지음,자음과모음,2013,410.8 수92ㅈ v.12,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13162,27458,(파스칼이 들려주는)경우의 수 이야기,정연숙 지음,자음과모음,2013,410.8 수92ㅈ v.18,구입,단행본,,,￦,"11,000",,대출가능,2017-04-14
13163,27459,(김홍도의 풍속화로 배우는)옛 사람들의 삶,최석조 지음,아트북스,"2016,",653.11 최54ㅇ,구입,단행본,,,￦,"12,000",,대출가능,2017-04-14
13164,27460,투덜 마녀 키가 120킬로그램?,권혜정 지음; 이희은 그림,열다,2015,410 권94ㅌ,구입,단행본,,,￦,"9,500",,대출가능,2017-04-14
13165,27461,루돌프와 많이있어,사이토 히로시 원작; 고미야마 미노리 지음; 고향옥 옮김,문학수첩리틀북,2016,833.8 사68ㄹ,구입,단행본,,,￦,"12,500",,대출가능,2017-04-14
13166,27462,신통방통 시각과 시간,서지원 지음; 이주현 그림,좋은책어린이,2015,410 신885ㅈ v.12,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13167,27463,좁쌀영감 오병수,이상교 지음; 조현숙 그림,좋은책어린이,2013,813.8 좋67ㅈ v.5,구입,단행본,,,￦,"8,000",,대출가능,2017-04-14
13168,27464,엄마 친구 딸은 괴물,김혜리 지음,좋은책어린이,2014,813.8 좋67ㅈ v.7,구입,단행본,,,￦,"8,000",,대출가능,2017-04-14
13169,27465,말 잘 듣는 약,유지은 지음; 박기종 그림,좋은책어린이,2010,813.8 좋67ㅈ v.19,구입,단행본,,,￦,"8,000",,대출가능,2017-04-14
13170,27467,김칫국 마신 외계인,김진완 지음; 박희경 그림,좋은책어린이,2015,813.8 좋67ㅈ v.23,구입,단행본,,,￦,"8,000",,대출가능,2017-04-14
13171,27468,게임 없이 못 살아!,안미연 지음; 이용규 그림,좋은책어린이,2015,813.8 좋67ㅈ v.25,구입,단행본,,,￦,"8,000",,대출가능,2017-04-14
13172,27469,친구 몰래,조성자 지음; 김준영 그림,좋은책어린이,2012,813.8 좋67ㅈ v.26,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13173,27470,꺼벙이 억수와 꿈을 실은 비행기,윤수천 지음; 원유미 그림,좋은책어린이,2013,813.8 좋67ㅈ v.27,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13174,27471,아빠 몰래,조성자 지음; 김준영 그림,좋은책어린이,2011,813.8 좋67ㅈ v.29,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13175,27472,꺼벙이 억수와 방울 소리,윤수천 지음; 원유미 그림,좋은책어린이,2012,813.8 좋67ㅈ v.31,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13176,27473,울랄라 아줌마 밴드,박현숙 지음; 유명희 그림,좋은책어린이,2014,813.8 좋67ㅈ v.32,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13177,27474,엄마 어릴 적에,최형미 지음; 원유미 그림,좋은책어린이,2014,813.8 좋67ㅈ v.35,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13178,27475,우리 반 오징어 만두 김말이,김경옥 지음; 전병준 그림,좋은책어린이,2015,813.8 좋67ㅈ v.36,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13179,27476,"나, 슈퍼맨?",최형미 지음; 주미 그림,좋은책어린이,2015,813.8 좋67ㅈ v.38,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13180,27477,칭찬 한 봉지,정진 지음; 소노수정 그림,좋은책어린이,2015,813.8 좋67ㅈ v.39,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13181,27478,쫀쫀 공주의 짜사공,이상교 지음; 박영 그림,좋은책어린이,2014,813.8 좋67ㅈ v.41,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13182,27479,꺼벙이 억수와 축구왕,윤수천 지음; 원유미 그림,좋은책어린이,2013,813.8 좋67ㅈ v.42,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13183,27480,이유는 백만 가지,최은영 지음; 김은경 그림,좋은책어린이,2015,813.8 좋67ㅈ v.43,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13184,27481,집 바꾸기 게임,안미연 지음; 조예선 그림,좋은책어린이,2015,813.8 좋67ㅈ v.44,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13185,27482,호기심대장,서지원 지음; 백명식 그림,좋은책어린이,2015,813.8 좋67ㅈ v.45,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13186,27483,무지개 안경,최형미 지음; 김형근 그림,좋은책어린이,2015,813.8 좋67ㅈ v.46,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13187,27484,엄마의 노란 수첩,양혜원 글;김준영 그림,좋은책어린이,2013,813.8 좋67ㅈ v.47,구입,단행본,,,￦,"8,500",,대출중,2017-04-14
13188,27485,"아드님, 안녕하세요",강민경 지음; 이영림 그림,좋은책어린이,2015,813.8 좋67ㅈ v.48,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13189,27486,(오공이)학교에 가다,김리하 지음; 정경아 그림,좋은책어린이,2014,813.8 좋67ㅈ v.49,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13190,27487,엄마는 게임 수업 중,박현숙 지음; 이상규 그림,좋은책어린이,2014,813.8 좋67ㅈ v.50,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13191,27488,남자애들은 왜?,원유순 지음; 안경희 그림,좋은책어린이,2013,813.8 좋67ㅈ v.51,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13192,27489,여자애들은 왜?,원유순 지음; 강윤정 그림,좋은책어린이,2013,813.8 좋67ㅈ v.52,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13193,27490,별난 친구를 소개합니다,조성자 지음; 조윤희 그림,좋은책어린이,2013,813.8 좋67ㅈ v.53,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13194,27491,쉿! 너만 알고 있어,박현숙 지음; 권송이 그림,좋은책어린이,2015,813.8 좋67ㅈ v.54,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13195,27492,느림보와 번개,정진 지음; 최덕규 그림,좋은책어린이,2015,813.8 좋67ㅈ v.55,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13196,27493,방빛나의 수상한 비밀,김수연 지음; 표주란 그림,좋은책어린이,2015,813.8 좋67ㅈ v.56,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13197,27494,금지어 시합,임근희 지음; 정세라 그림,좋은책어린이,2014,813.8 좋67ㅈ v.57,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13198,27495,버럭똥수와 분홍 개구리,김혜연 지음; 김미연 그림,좋은책어린이,2013,813.8 좋67ㅈ v.58,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13199,27496,딸바보 아빠,최은영 지음; 배종숙 그림,좋은책어린이,2015,813.8 좋67ㅈ v.59,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13200,27497,새우눈 가족,박현숙 지음; 최정인 그림,좋은책어린이,2014,813.8 좋67ㅈ v.60,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13201,27498,"아드님, 참으시어요",강민경 지음; 이영림 그림,좋은책어린이,2014,813.8 좋67ㅈ v.61,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13202,27499,저를 찾지 마세요,박혜선 지음; 원혜진 그림,좋은책어린이,2014,813.8 좋67ㅈ v.62,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13203,27500,선생님이 네거야?,서석영 지음; 김선배 그림,좋은책어린이,2014,813.8 좋67ㅈ v.63,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13204,27501,"알았어, 나중에 할게!",박혜숙 지음; 심윤정 그림,좋은책어린이,2014,813.8 좋67ㅈ v.64,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13205,27502,요술 램프 소동,최은영 지음; 윤희동 그림,좋은책어린이,2014,813.8 좋67ㅈ v.65,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
13206,27503,티라노 딱지와 삼총사,신채연 지음; 김효주 그림,좋은책어린이,2014,813.8 좋67ㅈ v.66,구입,단행본,,,￦,"8,500",,대출가능,2017-04-14
